ID,nickname,gender,level,followers,address,content,likes,time,hierarchy,rootID
256335991329,异空同月之夜,保密,5,1,江苏,不要啊，我就是为了这个效果才练了森蚺[大哭],79,2025-03-06 09:49:57,子评论,256335857729
256336178465,HummingbirdLee,保密,5,814,浙江,回复 @异空同月之夜 :我正在想要不要练一个来玩玩，然后设计师把跳坑删了[微笑],59,2025-03-06 09:51:05,子评论,256335857729
257097674704,山汔,保密,5,8,山东,本来指望这个在演算玩一玩，修了的话就算了,37,2025-03-06 09:57:40,子评论,256335857729
256336717505,朔离jr-,保密,6,9,陕西,虽然修了还是很强但是sjs你是一件好事不干啊。,53,2025-03-06 09:58:33,子评论,256335857729
256337099873,YaKaIlo,女,5,28,江苏,应该不会,1,2025-03-06 10:03:23,子评论,256335857729
257098803168,Atarhs,保密,5,10,浙江,路径异常...应该不是指坑吧,10,2025-03-06 10:10:08,子评论,256335857729
256337708017,水绍音,保密,5,1,重庆,我刚开模组……,1,2025-03-06 10:10:57,子评论,256335857729
256337759041,皇甫鷇,保密,6,860,山东,等明天更新了再下结论吧，毕竟路径异常也不是说一定指跳坑,21,2025-03-06 10:13:23,子评论,256335857729
256338677057,岚-山-风,保密,6,15,中国澳门,并非无人，我很在意，就是为了这个才黄票换的森蚺,23,2025-03-06 10:23:25,子评论,256335857729
256340133281,HummingbirdLee,保密,5,814,浙江,回复 @岚-山-风 :演算爱好者[2024明日方舟音律联觉_点赞],1,2025-03-06 10:42:11,子评论,256335857729
257101246448,等我攒齐6个硬币,保密,5,3,北京,回复 @默影ya :别滑坡了，没跳坑也是超大杯起步的，,11,2025-03-06 10:42:37,子评论,256335857729
256342266033,迷失的伸冤者,保密,6,139,上海,回复 @Atarhs :肯定是坑，之前第一次生稀盐酸修敌人路径跳坑就这么说的,16,2025-03-06 11:09:09,子评论,256335857729
257103611920,大凤suki,保密,5,77,江苏,回复 @皇甫鷇 :第一次生息演算可以调箱直接进坑，后面按照路径异常改掉了，有前车之鉴的。那照你这样说爱姐PV演示还可以说是在三减攻环境演示的呢,22,2025-03-06 11:09:48,子评论,256335857729
256342539745,梨沐雪,保密,6,15,中国台湾,[大哭][大哭][大哭]有人在意。。。森蚺都已经弱成这样了，保留一个掉坑机制怎么了。。。[难过][难过][难过],22,2025-03-06 11:13:14,子评论,256335857729
257103929616,黑猫倖,男,6,21,福建,不要啊，我还打算备战二期来着,2,2025-03-06 11:14:31,子评论,256335857729
257108176352,苍离朔月,保密,6,40,四川,我看到这个是真的天塌了,3,2025-03-06 12:08:10,子评论,256335857729
256346951025,HummingbirdLee,保密,5,814,浙江,回复 @梨沐雪 :第一时间都在为爱姐改技能辩经，都没见人说森蚺偷摸削弱的,5,2025-03-06 12:11:01,子评论,256335857729
256349807393,贼狗包弟,男,6,12,广西,我tm今天才练的森蚺打算找时间玩玩生息演算，你晚上告诉我玩不了了？,3,2025-03-06 12:47:25,子评论,256335857729
256349732257,皇甫鷇,保密,6,860,山东,回复 @大凤suki :啊？可以这样类比吗？那对不起，我错了,0,2025-03-06 12:47:37,子评论,256335857729
257111938032,默影ya,保密,6,13,上海,回复 @等我攒齐6个硬币 :区别还是挺大的，个人认为对于森蚺这种强度尴尬的干员来说，有掉坑机制可以说是盐酸模式下的ew，可以让玩家针对盐酸专门练她的那种，算是翻身一波了，去掉之后就和其他不错的肉鸽模组一样，强但是用不用她也没多大影响，挽救不了（不是专业强度党，哪里说错了当我没说）,9,2025-03-06 12:55:17,子评论,256335857729
257117155360,゙暴力花生,保密,6,9,湖北,回复 @贼狗包弟 :急什么，生息演算的敌袭巨菜，不用森然摆完挂机都能打,0,2025-03-06 14:00:13,子评论,256335857729
257122747856,大凤suki,保密,5,77,江苏,回复 @皇甫鷇 :PV演示右下角有句话“图文内容仅做辅助说明使用，具体请以游戏实际情况为准”,0,2025-03-06 15:04:09,子评论,256335857729
256363270641,皇甫鷇,保密,6,860,山东,回复 @大凤suki :那有一说一，三减攻还能有视频中的攻击力，那香蕉姐确实无敌了啊[doge],0,2025-03-06 15:33:55,子评论,256335857729
257125849856,时空_THmel,男,6,47,北京,啊？这也能修？本来就是因为能跳坑才重新去玩这一坨的[笑哭],2,2025-03-06 15:41:00,子评论,256335857729
257135434928,零月家的小果冻,男,6,13,广西,啊？森蚺模组就这个跳坑效果最吸引人啊，本来就想靠这个机制有机会上场吧？其他那些效果也比不上主流干员他们吧？,0,2025-03-06 19:21:43,子评论,256335857729
257144105808,等我攒齐6个硬币,保密,5,3,北京,回复 @默影ya :你可以看看msc的视频，吃两个充电桩单人对群永控了。只要yj修完掉坑以后别再设定一个路径上限，超出上限就不往回走的话(这么干已经是和描述严重不符了)一样无敌的，想玩盐酸的基本必练,0,2025-03-07 01:23:05,子评论,256335857729
256446718433,耶-耶-欸,保密,5,2,海南,已经修了[难过],0,2025-03-07 16:43:48,子评论,256335857729
257094687632,四头猪第三头,保密,4,0,湖北,够，一技能群伤在线，二技能的睡眠对永睡打法有很大帮助,35,2025-03-06 09:16:58,子评论,256333664593
