ID,nickname,gender,level,followers,address,content,likes,time,hierarchy,rootID
257013962896,对她演奏春日影吧,男,5,15,广东,一模把队友护至身前，二模投降后不可选中，太完美了[Mygo表情包_探头][Mygo表情包_探头][Mygo表情包_探头],533,2025-03-05 08:46:58,子评论,256254511985
257014101088,一吱_一吱,保密,6,11,重庆,🌿，投降喵逃跑喵,298,2025-03-05 08:49:08,子评论,256254511985
256256249297,-追风月影-,保密,5,6,河北,回复 @一吱_一吱 :[香奈美·追寻那道光 应援装扮_mvp][香奈美·追寻那道光 应援装扮_mvp],9,2025-03-05 08:53:46,子评论,256254511985
257016710864,夜空中绿色的雨,女,6,8,广东,[笑哭],2,2025-03-05 09:30:52,子评论,256254511985
256262972145,苏氏阿七丶,保密,5,5,河南,开局先下琴柳，再下伊内丝，来怪了，琴柳迷彩，伊内丝隐匿，后面的干员what？这俩老6[笑哭],367,2025-03-05 10:29:00,子评论,256254511985
257022640416,桃竭真礼,保密,6,86,陕西,@邹邹嘟 指好朋友先上[胆大党_微笑],3,2025-03-05 10:44:36,子评论,256254511985
257027891664,嗦道友,男,6,26,湖南,说罢，将众人护至身前[明日方舟·音律联觉-愚夜密函_我干两杯],71,2025-03-05 11:48:25,子评论,256254511985
257031515248,爱吃培根的外星人,男,5,40,浙江,这波投降的非常彻底,39,2025-03-05 12:35:40,子评论,256254511985
256274386705,c_t_w,男,5,92,福建,回复 @苏氏阿七丶 : 晓歌也迷彩（）,16,2025-03-05 12:57:06,子评论,256254511985
257035142752,唐柒未染,男,5,45,内蒙古,法国军礼，敬礼！(｀•ω•´)ゞ,6,2025-03-05 13:21:03,子评论,256254511985
256280395537,凉凉凉药,女,6,28,河北,友谊万岁喵,5,2025-03-05 14:14:39,子评论,256254511985
256307820561,霏雨倾寒,男,5,3,浙江,防近战又防远程 简直是简直了,24,2025-03-06 02:15:41,子评论,256254511985
257070253024,要分你一半耳机吗,男,5,30,湖南,适合出一个叙拉古投锋自带这个模组,8,2025-03-06 02:57:06,子评论,256254511985
256310721729,枫叶染霜林,男,5,190,辽宁,0阻+迷彩可以对策深池火球术士,10,2025-03-06 03:05:55,子评论,256254511985
256313396945,别查了没转发原神抽奖,保密,6,62,吉林,我服了老大,1,2025-03-06 03:50:16,子评论,256254511985
256313547841,别查了没转发原神抽奖,保密,6,62,吉林,回复 @时代榜样少年 :不是高卢投锋？,1,2025-03-06 03:50:46,子评论,256254511985
257075277136,要分你一半耳机吗,男,5,30,湖南,回复 @别查了没转发原神抽奖 :叙拉古对应意大利，意大利一二战的表现众所周知，反骨仔一个,3,2025-03-06 04:13:57,子评论,256254511985
256317253393,巴别塔的狂暴恶灵组长,保密,5,19,陕西,更像法国干员了[笑哭],7,2025-03-06 04:41:05,子评论,256254511985
256318695153,别查了没转发原神抽奖,保密,6,62,吉林,回复 @时代榜样少年 :我开玩笑的。虽然但是，反骨和投降不是反义词吗[笑哭],0,2025-03-06 04:58:53,子评论,256254511985
256339878769,千纸折,男,6,62,湖北,死道友不死贫道怎么了,0,2025-03-06 10:38:04,子评论,256254511985
257127915776,我上次超神哈哈哈,男,6,3,甘肃,感觉配合三技能会很好使，以前摆前面技能没开完就被秒了[笑哭],1,2025-03-06 16:08:56,子评论,256254511985
256451986033,萌萌哒啊Q,保密,5,34,河南,回复 @苏氏阿七丶 :伊内丝还是会阻怪的[doge_金箍],0,2025-03-07 18:51:06,子评论,256254511985
256253328865,推进の王小姐,保密,6,107,黑龙江,减2费，如果是地面干员再回2费，确实挺不错,491,2025-03-05 08:05:00,子评论,257011327984
256253272321,捏它,保密,6,151,天津,回复 @鴻雪的狗 :配合风笛落地开技能防止被秒,209,2025-03-05 08:05:30,子评论,257011327984
257011378544,梿恸,保密,6,47,河南,回复 @鴻雪的狗 : 主要是加费,67,2025-03-05 08:05:52,子评论,257011327984
256253353073,安度使,男,6,27,重庆,回复 @鴻雪的狗 :回费呀[笑哭]而且有迷彩三技能啥的可以用在前排不怕术士之类点死了,305,2025-03-05 08:06:02,子评论,257011327984
257011467600,进化派拔刀厨5003号,保密,6,12,浙江,回复 @鴻雪的狗 :天赋效果比一模强,37,2025-03-05 08:06:03,子评论,257011327984
257011383040,一0化2氢,保密,4,10,江苏,回复 @鴻雪的狗 :没挨过合约远程兵毒打导致的👍🏻,219,2025-03-05 08:06:11,子评论,257011327984
256253111793,Star-sail,男,5,3,山西,回复 @推进の王小姐 :不止2费，二模效果就是保底2费，三模保底3费,85,2025-03-05 08:06:18,子评论,257011327984
257011478080,Gidiwe,男,5,9,浙江,回复 @鴻雪的狗 :主要还是2天赋返费吧，迷彩可能有点用，比1模好多了,62,2025-03-05 08:06:36,子评论,257011327984
257011566992,妖心喵喵喵,保密,5,10,湖南,回复 @鴻雪的狗 : 部署地面干员带回费了呀，能缓解开局低费放不出干员的情况，而且本来就减了2费部署，打高难主线12会舒服[给心心],73,2025-03-05 08:06:36,子评论,257011327984
257011485152,狗呢_,男,5,1,广西,回复 @鴻雪的狗 :比一模那个效果好多了吧,8,2025-03-05 08:06:58,子评论,257011327984
257011582016,小小节操,保密,4,59,云南,回复 @鴻雪的狗 :你就说是不是比身前阻挡+1有用吧,51,2025-03-05 08:07:11,子评论,257011327984
256253396497,丶Nine,男,6,6,江苏,回复 @鴻雪的狗 : 打五结局的时候桃金娘总是投降投不满被术士和兔兔点死，琴柳给迷彩能防止被远程嫖死技能放不完,63,2025-03-05 08:07:29,子评论,257011327984
256253397937,克林索尔的很多夏天,男,6,103,广东,琴柳厨值得,9,2025-03-05 08:07:33,子评论,257011327984
257011593504,枫公子丶,男,6,51,宁夏,加1加2，我猜[呲牙],3,2025-03-05 08:07:39,子评论,257011327984
257011498592,犹及,男,6,22,广东,回复 @鴻雪的狗 :总好过一模,1,2025-03-05 08:07:39,子评论,257011327984
256253525985,朝铃夕忆,男,6,1,上海,数点+是3费吧，1费能用数点吗,53,2025-03-05 08:07:42,子评论,257011327984
257011597008,全自动皇家巨人,保密,5,5,江苏,问题是你得先把那个干员放下去才能返费,7,2025-03-05 08:07:46,子评论,257011327984
256253408129,山吹響Hibiki,男,6,68,四川,回复 @鴻雪的狗 :阻挡数为0一样要被远程怪打，迷彩可以保证琴柳安稳爆出第一波费,40,2025-03-05 08:08:00,子评论,257011327984
256253413329,克林索尔的很多夏天,男,6,103,广东,回复 @鴻雪的狗 :琴柳本体就很强。现在这个二模补强更厉害了 而且零潜也不会卡手了,22,2025-03-05 08:08:13,子评论,257011327984
256253489921,推进の王小姐,保密,6,107,黑龙江,回复 @Star-sail :那更好了，这么多期模组终于看见一个好用的了(･∀･),0,2025-03-05 08:08:22,子评论,257011327984
256253535793,差分信使,男,6,6,湖南,回复 @鴻雪的狗 :部署位附近有远程敌人，配合风笛可以无伤回满费,1,2025-03-05 08:08:43,子评论,257011327984
256253536673,lya---,保密,5,6,河北,回复 @鴻雪的狗 :你可以看看在尖灭时用琴柳时的压力有多大，这迷彩还是很有用的,17,2025-03-05 08:08:49,子评论,257011327984
257011423120,blastoffwww,男,5,29,英国,回复 @枫公子丶 :数点至少是2吧，应该是2-3，不过即使是1-2也很强,7,2025-03-05 08:09:01,子评论,257011327984
257011690656,尹枫彤,保密,5,87,吉林,琴柳这个是真好用，理财大师，就是能不能给桃子安排个一样的（虽然我用的是琴柳[doge]）,10,2025-03-05 08:09:17,子评论,257011327984
257011641520,琉璃子的樱花树,男,6,1813,江苏,回复 @鴻雪的狗 :迷彩都成没用的东西了?[撇嘴],12,2025-03-05 08:09:32,子评论,257011327984
256253684865,切个捞司机,保密,5,3,江苏,回复 @鴻雪的狗 : 确实有点用啊，像是我自己用桃子打撒卡兹肉鸽的时候，经常技能才过了一半就被终曲合声电死了，有个技能期间迷彩至少能保证回完一波费再撤掉，避免亏费,13,2025-03-05 08:09:50,子评论,257011327984
256253551201,宅家画画的夕,男,6,15,天津,琴柳这个模组可以的啊，这个地面干员加费和防远程偷刀的迷彩绝对有大用,3,2025-03-05 08:10:09,子评论,257011327984
256253692705,网络载入中,男,6,11,广东,回复 @推进の王小姐 :数点+，感觉至少3了,1,2025-03-05 08:10:09,子评论,257011327984
256253696209,乌鱼子妹妹,女,5,73,湖北,不如直接-4，简洁明了。,3,2025-03-05 08:10:18,子评论,257011327984
257011721904,千乗樹葉Zzz,男,5,18,江苏,迷彩算个添头感觉 侧向合约 地面加费能接受其实,1,2025-03-05 08:10:49,子评论,257011327984
256253634529,SuperNUKO,保密,6,72,福建,回复 @鴻雪的狗 :迷彩就不可能没用的兄弟，加上三模至少反两费，开局能力不赖,6,2025-03-05 08:10:52,子评论,257011327984
256253648497,恰逢时年丿,男,6,36,江苏,回复 @鴻雪的狗 :打开萨卡兹肉鸽，一层刷张先锋券抓个桃子，二层走不期拿五结局，然后你就知道投锋要迷彩干嘛了[妙啊],2,2025-03-05 08:11:30,子评论,257011327984
256253567137,凛月__,保密,6,16,云南,回复 @Revenus :幽默,1,2025-03-05 08:11:42,子评论,257011327984
256253730625,流光贰7,保密,4,6,福建,说实话感觉单纯减费++更强一点，可惜设计师不给,0,2025-03-05 08:11:42,子评论,257011327984
256253734369,AS-Megistus,保密,5,17,江西,回复 @鴻雪的狗 :比如歼灭测试，因为开局有远程怪压力大，只有晓歌迷彩和伊内丝隐匿梦回费,0,2025-03-05 08:11:51,子评论,257011327984
256253844385,薏仁粥R,保密,5,5,湖南,琴柳这个一眼强啊,1,2025-03-05 08:13:03,子评论,257011327984
257011934432,djjdidbfnfiu,保密,4,9,安徽,回复 @鴻雪的狗 :起码比阻挡+1有用吧，能防止被远程白嫖死，三模起码多给2费，已经相当有用了,0,2025-03-05 08:13:31,子评论,257011327984
