ID,nickname,gender,level,followers,address,content,likes,time,hierarchy,rootID
256338177985,柳树乘凉,保密,4,5,江苏,植物大战僵尸美少女版[doge_金箍],56,2025-03-06 10:16:41,子评论,257098774608
257099317264,智商低不会取名,男,5,8,河北,这次是僵尸（指爱布拉娜的召唤物）大战植物了[doge],181,2025-03-06 10:18:47,子评论,257098774608
257099346976,君其学,保密,4,3,江苏,是洛克王国,1,2025-03-06 10:20:07,子评论,257098774608
256338769105,一般路过摇摆阳,保密,6,118,江苏,这是pvzh（确信），干员也可以算是英雄角色[脱单doge],8,2025-03-06 10:24:22,子评论,257098774608
257100729168,ZQ家の小奇兽,保密,6,232,浙江,回复 @一般路过摇摆阳 :不是花园战争[2024明日方舟音律联觉_富有],0,2025-03-06 10:34:52,子评论,257098774608
257100823344,安嘘嘘嘘嘘恤,男,5,6,湖北,这波只能说是回归本心了,3,2025-03-06 10:36:55,子评论,257098774608
257101379616,itjchfkeir,男,6,0,湖南,丛林保卫战TD,1,2025-03-06 10:43:19,子评论,257098774608
257102680096,陈子汁的橙子汁,保密,6,72,福建,还有保龄泡泡,1,2025-03-06 11:00:03,子评论,257098774608
257104069808,今天咕咕咕了吗,保密,6,15,江苏,但植物是敌方，僵尸是友方（）,10,2025-03-06 11:17:49,子评论,257098774608
256349585217,丨ECstasy丨,男,5,4,陕西,怀念以前的怪还有个人样[笑哭],0,2025-03-06 12:45:10,子评论,257098774608
256351284401,一般路过摇摆阳,保密,6,118,江苏,回复 @ZQ家の小奇兽 :植物和僵尸打到一半一个座头鲸飞过来把两边都全肘飞了[脱单doge],8,2025-03-06 13:05:59,子评论,257098774608
256351400081,去碼頭點点薯条,保密,6,15,福建,回复 @一般路过摇摆阳 :你说的这个pvzh的h是哪个h啊😦,0,2025-03-06 13:08:11,子评论,257098774608
257113788416,时梦呢,女,5,10,江西,@Az踏星归尘 是的我的第一反应也是这个耶，不过那个卷心菜好可爱嘻嘻嘻[星星眼][星星眼][星星眼],1,2025-03-06 13:19:07,子评论,257098774608
257143432368,茨木贼可爱,男,6,312,广东,回复 @丨ECstasy丨 :萨卡兹的怪很多都没人样吧[笑哭],0,2025-03-07 01:11:07,子评论,257098774608
257146847200,时枫之旅,男,5,320,湖南,上次的出苍白海直接就是梦回植物大战僵尸2的海盗港湾了好吧[doge_金箍],1,2025-03-07 02:14:09,子评论,257098774608
257148963232,Az踏星归尘,男,5,35,江西,回复 @时梦呢 :新活动吗  这么有意思  那你要自己打喔[给心心],0,2025-03-07 02:48:52,子评论,257098774608
257149198896,人間失鸽,男,6,13,山东,其实是燃烧的蔬菜[doge],1,2025-03-07 02:55:26,子评论,257098774608
